JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2417249.3824,3.32,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417249.3830,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.3002,2.41,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.3050,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.3172,2.81,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.3220,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.3332,2.80,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.3380,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.3532,2.90,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.3580,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.3992,3.34,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.4040,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.4122,3.48,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.4170,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.4402,3.54,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.4450,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.4732,3.32,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.4780,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417507.4892,3.00,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417507.4940,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417573.4341,3.11,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417573.4380,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417573.4511,3.02,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417573.4550,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417593.4675,3.48,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417593.4700,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417593.4995,3.21,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417593.5020,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417593.5165,2.91,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417593.5190,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417639.3507,3.50,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417639.3490,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417639.3647,3.29,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417639.3630,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417639.4167,2.68,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417639.4150,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417762.5396,2.99,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417762.5360,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417828.5330,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417828.5350,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417828.5710,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417828.5730,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417831.3728,3.18,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417831.3750,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417831.4268,3.48,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417831.4290,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417831.4678,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417831.4700,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417831.5188,3.05,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417831.5210,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417831.5348,2.58,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417831.5370,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2417854.3281,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 73.  HARVARD PHOTOMETRY.,,,Z,,,2417854.3320,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418218.4512,2.95,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418218.4550,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418218.4942,3.40,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418218.4980,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418218.5122,3.41,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418218.5160,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418218.5352,3.50,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418218.5390,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.2920,2.69,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.2960,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.3120,2.81,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.3160,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.3360,3.16,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.3400,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.3580,3.16,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.3620,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.3860,3.33,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.3900,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.4050,3.33,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.4090,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.4260,3.26,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.4300,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.4510,2.92,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.4550,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.4750,2.57,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.4790,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418221.5170,2.54,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418221.5210,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418224.3328,2.67,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418224.3370,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418244.3460,3.10,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418244.3510,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418244.3710,3.08,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418244.3760,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418244.4170,2.66,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418244.4220,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418261.4877,3.21,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418261.4930,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418261.5257,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418261.5310,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418261.5417,3.40,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418261.5470,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418261.5877,2.98,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418261.5930,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418261.6167,2.93,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418261.6220,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418261.6797,2.64,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418261.6850,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418327.4628,3.33,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418327.4650,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418327.4938,3.48,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418327.4960,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418614.2909,2.57,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418614.2960,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418654.3613,3.21,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418654.3660,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418654.3783,3.23,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418654.3830,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418654.4203,2.80,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418654.4250,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418763.3669,3.21,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418763.3630,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418763.4029,2.71,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418763.3990,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418981.2358,3.17,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418981.2410,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418981.2878,3.02,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418981.2930,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2418981.3458,2.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2418981.3510,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419024.2235,3.40,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419024.2280,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419024.2355,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419024.2400,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419024.2945,3.05,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419024.2990,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419044.3277,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419044.3310,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419047.3020,2.78,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419047.3050,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419047.3300,2.44,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419047.3330,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419067.3096,2.70,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419067.3110,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419067.3396,2.76,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419067.3410,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419067.3606,2.69,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419067.3620,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419067.3896,2.47,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419067.3910,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419253.4893,2.70,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419253.4880,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419253.5393,3.01,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419253.5380,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419256.3970,3.00,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419256.3960,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419256.4290,3.12,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419256.4280,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419256.4580,3.30,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419256.4570,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419256.4730,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419256.4720,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419259.4287,3.08,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419259.4280,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419259.4717,2.78,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419259.4710,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419259.5037,2.51,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419259.5030,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419276.3762,2.41,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419276.3770,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419279.3819,3.19,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419279.3830,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419279.4059,3.40,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419279.4070,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419282.4137,2.71,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419282.4150,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419302.3030,3.09,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419302.3060,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419302.3610,3.45,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 74.  HARVARD PHOTOMETRY.,,,Z,,,2419302.3640,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419302.3830,3.09,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419302.3860,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419302.4390,2.83,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419302.4420,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419302.4650,2.72,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419302.4680,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419322.2907,2.58,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419322.2950,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419322.3277,3.01,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419322.3320,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419322.4027,3.38,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419322.4070,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419385.3823,2.90,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419385.3870,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419454.3156,3.15,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419454.3150,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419454.3336,3.28,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419454.3330,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419454.3506,3.05,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419454.3500,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419454.3706,2.97,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419454.3700,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419454.3906,2.76,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419454.3900,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419454.4096,2.75,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419454.4090,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419672.3077,3.05,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419672.3110,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2419672.3367,3.13,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2419672.3400,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420079.3268,3.10,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420079.3320,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420079.3468,3.24,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420079.3520,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420079.3618,3.24,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420079.3670,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420079.3858,3.49,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420079.3910,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420079.4078,3.21,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420079.4130,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420079.4828,2.67,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420079.4880,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.3276,3.12,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.3320,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.3446,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.3490,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.3576,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.3620,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.3716,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.3760,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.3886,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.3930,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.4066,3.38,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.4110,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.4296,3.29,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.4340,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420122.4436,3.15,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 75.  HARVARD PHOTOMETRY.,,,Z,,,2420122.4480,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2420853.5972,2.3,,,Vis.,BUR,,,,,,,,V,,,,BET PER,,STD,,,,
2420853.6108,2.3,,,Vis.,BUR,,,,,,,,V,,,,BET PER,,STD,,,,
2420853.625,2.3,,,Vis.,BUR,,,,,,,,V,,,,BET PER,,STD,,,,
2420853.6389,2.3,,,Vis.,BUR,,,,,,,,V,,,,BET PER,,STD,,,,
2420853.6528,2.3,,,Vis.,BUR,,,,,,,,V,,,,BET PER,,STD,,,,
2421457.3,3.1,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421462.4,3.1,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421463.4,3.1,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421475.3,3.1,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421476.3,3.1,,,Vis.,HDD,H,,,,,,,V,,,,BET PER,,STD,,,,
2421486.3,2.8,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421493.3,2.9,,,Vis.,HDD,B,,,,,,,V,,,,BET PER,,STD,,,,
2421494.3,2.2,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421516.3,2.1,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421517.3,1.9,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421519.4,1.9,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421525.3,2.2,,,Vis.,HDD,M,,,,,,,V,,,,BET PER,,STD,,,,
2421566.3,2.2,,,Vis.,HDD,U,,,,,,,V,,,,BET PER,,STD,,,,
2421568.2,2.2,,,Vis.,HDD,H,,,,,,,V,,,,BET PER,,STD,,,,
2421569.3,2.3,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421573.3,2.8,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421597.3,2.3,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421607.3,2.3,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421608.3,2.6,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421610.4,2.5,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421612.3,2.5,,,Vis.,HDD,M,,,,,,,V,,,,BET PER,,STD,,,,
2421622.3,2.5,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421623.3,2.6,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421624.3,2.5,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421626.3,2.6,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421627.3,2.4,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421629.3,2.4,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421631.3,2.4,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421634.3,2.3,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421635.3,2.2,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421636.3,3.2,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421637.3,2.2,,,Vis.,HDD,,,,,,,,V,,,,BET PER,,STD,,,,
2421640.3,2.3,,,Vis.,HDD,M,,,,,,,V,,,,BET PER,,STD,,,,
